OID_,BBNA_code,date_added,data_source,Institution,dataset_notes_1,data_restrictions_1,data_restrictions_2,subgenus,genus,species,sex,caste,det_as,det_by,date,month,day,year,dayno,observers,code_1,code_2,code_3,code_4,code_5,continent_verbatim,continent,country_verbatim,country,county_verbatim,state_prov,county,location,site,latitude,longitude,coordinates,coordinates_X,coordinates_Y,elev_m_ETOPO1,geo_notes_1,geo_notes_2,doi,link,notes_1,notes_2,notes_3,notes_4,notes_5,plant_host_genus,plant_host_notes,plant_host_species,plant_host_verbatim
3042,BBNA_2686917,12/1/2022 4:23:50 PM,iNaturalist 12-01-2022,,,,,Cullumanobombus,Bombus,fraternus,,,,,9/23/2020 0:00:00,9,23,2020,267,jennhanna,61235307,,,,,North America,North America,USA,USA,Hughes,South Dakota,Hughes,,"SD-204, Pierre, SD, US",44.458390000000001,-100.385700000000000,"44.458, -100.386",-100.385999999999996,44.457999999999998,523,,,,https://www.inaturalist.org/observations/61235307,,Hughes,,,,,,,
3043,BBNA_2687133,12/1/2022 4:23:51 PM,iNaturalist 12-01-2022,,,,,Cullumanobombus,Bombus,fraternus,,,,,9/27/2020 0:00:00,9,27,2020,271,giffbeaton,61325324,,,,,North America,North America,USA,USA,Taylor,Georgia,Taylor,,"Taylor County, GA, USA",32.566360000000003,-84.407110000000003,"32.566, -84.407",-84.406999999999996,32.566000000000003,192,,,,https://www.inaturalist.org/observations/61325324,,Taylor,,,,,,,
3044,BBNA_2687248,12/1/2022 4:23:51 PM,iNaturalist 12-01-2022,,,,,Cullumanobombus,Bombus,fraternus,,,,,9/19/2020 0:00:00,9,19,2020,263,jackie333,61366117,,,,,North America,North America,USA,USA,Pennington,South Dakota,Pennington,,"Main St, Wall, SD, US",43.990830000000003,-102.241500000000002,"43.991, -102.242",-102.242000000000004,43.991000000000000,859,,,,https://www.inaturalist.org/observations/61366117,,Pennington,,,,,,,
3045,BBNA_2687344,12/1/2022 4:23:52 PM,iNaturalist 12-01-2022,,,,,Cullumanobombus,Bombus,fraternus,,,,,10/1/2020 0:00:00,10,1,2020,275,rhexia,61408462,,,,,North America,North America,USA,USA,New Hanover,North Carolina,New Hanover,,"Pine Valley Estates, Wilmington, NC, USA",34.185330000000000,-77.899529999999999,"34.185, -77.9",-77.900000000000006,34.185000000000002,12,,,,https://www.inaturalist.org/observations/61408462,,New Hanover,,,,,,,
3046,BBNA_2687395,12/1/2022 4:23:52 PM,iNaturalist 12-01-2022,,,,,Cullumanobombus,Bombus,fraternus,,,,,10/1/2020 0:00:00,10,1,2020,275,mfeaver,61425523,,,,,North America,North America,USA,USA,Franklin,Florida,Franklin,,"Franklin County, FL, USA",29.834720000000001,-84.994439999999997,"29.835, -84.994",-84.994000000000000,29.835000000000001,14,,,,https://www.inaturalist.org/observations/61425523,,Franklin,,,,,,,
3047,BBNA_2687498,12/1/2022 4:23:52 PM,iNaturalist 12-01-2022,,,,,Cullumanobombus,Bombus,fraternus,,,,,10/2/2020 0:00:00,10,2,2020,276,rhexia,61471055,,,,,North America,North America,USA,USA,New Hanover,North Carolina,New Hanover,,"North Carolina, US",34.187379999999997,-77.901179999999997,"34.187, -77.901",-77.900999999999996,34.186999999999998,12,,,,https://www.inaturalist.org/observations/61471055,,New Hanover,,,,,,,
3048,BBNA_2687689,12/1/2022 4:23:53 PM,iNaturalist 12-01-2022,,,,,Cullumanobombus,Bombus,fraternus,,,,,10/2/2020 0:00:00,10,2,2020,276,phototime,61528855,,,,,North America,North America,USA,USA,Smith,Texas,Smith,,"Smith County, TX, USA",32.593049999999998,-95.413359999999997,"32.593, -95.413",-95.412999999999997,32.593000000000004,103,,,,https://www.inaturalist.org/observations/61528855,Feeding on Green Antelope-horn Milkweed,Smith,,,,,,,
3049,BBNA_2687819,12/1/2022 4:23:54 PM,iNaturalist 12-01-2022,,,,,Cullumanobombus,Bombus,fraternus,,,,,10/1/2020 0:00:00,10,1,2020,275,lisa281,61594409,,,,,North America,North America,USA,USA,Grayson,Texas,Grayson,,"Hagerman National Wildlife Refuge, Sherman, TX, US",33.736759999999997,-96.748090000000005,"33.737, -96.748",-96.748000000000005,33.737000000000002,200,,,,https://www.inaturalist.org/observations/61594409,,Grayson,,,,,,,
3050,BBNA_2687891,12/1/2022 4:23:54 PM,iNaturalist 12-01-2022,,,,,Cullumanobombus,Bombus,fraternus,,,,,8/29/2020 0:00:00,8,29,2020,242,sixlegs,61614834,,,,,North America,North America,USA,USA,Flagler,Florida,Flagler,,"Flagler County, FL, USA",29.630640000000000,-81.203940000000003,"29.631, -81.204",-81.203999999999994,29.631000000000000,-2,,,,https://www.inaturalist.org/observations/61614834,Queen bee - 27-28 mm.  Feeding on horsemint (Monarda punctata),Flagler,,,,,,,
3051,BBNA_2688078,12/1/2022 4:23:54 PM,iNaturalist 12-01-2022,,,,,Cullumanobombus,Bombus,fraternus,,,,,10/3/2020 0:00:00,10,3,2020,277,kaylwork,61690315,,,,,North America,North America,USA,USA,Obion,Tennessee,Obion,,"Obion County, TN, USA",36.452249999999999,-89.302260000000004,"36.452, -89.302",-89.302000000000007,36.451999999999998,96,,,,https://www.inaturalist.org/observations/61690315,,Obion,,,,,,,
3052,BBNA_2688329,12/1/2022 4:23:56 PM,iNaturalist 12-01-2022,,,,,Cullumanobombus,Bombus,fraternus,,,,,10/5/2020 0:00:00,10,5,2020,279,beofeld,61787217,,,,,North America,North America,USA,USA,Carroll,Georgia,Carroll,,"Carrollton, GA, USA",33.564579999999999,-85.085310000000007,"33.565, -85.085",-85.084999999999994,33.564999999999998,322,,,,https://www.inaturalist.org/observations/61787217,,Carroll,,,,,,,
3053,BBNA_2688330,12/1/2022 4:23:56 PM,iNaturalist 12-01-2022,,,,,Cullumanobombus,Bombus,fraternus,,,,,10/5/2020 0:00:00,10,5,2020,279,port_discover,61787373,,,,,North America,North America,USA,USA,Camden,North Carolina,Camden,,"Dismal Swamp State Park, South Mills, NC, US",36.504959999999997,-76.356110000000001,"36.505, -76.356",-76.355999999999995,36.505000000000003,14,,,,https://www.inaturalist.org/observations/61787373,,Camden,,,,,,,
3054,BBNA_2688520,12/1/2022 4:23:56 PM,iNaturalist 12-01-2022,,,,,Cullumanobombus,Bombus,fraternus,,,,,10/4/2020 0:00:00,10,4,2020,278,bc1234,61842977,,,,,North America,North America,USA,USA,Madison,Alabama,Madison,,"Madison County, AL, USA",34.737200000000001,-86.496910000000000,"34.737, -86.497",-86.497000000000000,34.737000000000002,373,,,,https://www.inaturalist.org/observations/61842977,,Madison,,,,,,,
3055,BBNA_2688672,12/1/2022 4:23:58 PM,iNaturalist 12-01-2022,,,,,Cullumanobombus,Bombus,fraternus,,,,,10/6/2020 0:00:00,10,6,2020,280,antonia84,61907743,,,,,North America,North America,USA,USA,McPherson,Kansas,McPherson,,"Bethany College, Lindsborg, KS, US",38.580309999999997,-97.672640000000001,"38.58, -97.673",-97.673000000000002,38.579999999999998,406,,,,https://www.inaturalist.org/observations/61907743,,McPherson,,,,,,,
3056,BBNA_2688673,12/1/2022 4:23:58 PM,iNaturalist 12-01-2022,,,,,Cullumanobombus,Bombus,fraternus,,,,,10/6/2020 0:00:00,10,6,2020,280,antonia84,61907783,,,,,North America,North America,USA,USA,McPherson,Kansas,McPherson,,"Bethany College, Lindsborg, KS, US",38.580280000000002,-97.672740000000005,"38.58, -97.673",-97.673000000000002,38.579999999999998,406,,,,https://www.inaturalist.org/observations/61907783,,McPherson,,,,,,,
3057,BBNA_2688687,12/1/2022 4:23:58 PM,iNaturalist 12-01-2022,,,,,Cullumanobombus,Bombus,fraternus,,,,,10/6/2020 0:00:00,10,6,2020,280,scottshreve,61911073,,,,,North America,North America,USA,USA,St. Clair,Illinois,St. Clair,,"Windrift Dr, Belleville, IL, US",38.512169999999998,-89.930920000000000,"38.512, -89.931",-89.930999999999997,38.512000000000000,149,,,,https://www.inaturalist.org/observations/61911073,,St. Clair,,,,,,,
3058,BBNA_2688695,12/1/2022 4:23:58 PM,iNaturalist 12-01-2022,,,,,Cullumanobombus,Bombus,fraternus,,,,,10/6/2020 0:00:00,10,6,2020,280,michaelezell,61913244,,,,,North America,North America,USA,USA,Baldwin,Alabama,Baldwin,,"CR-47, Perdido, AL, US",31.025200000000002,-87.685100000000006,"31.025, -87.685",-87.685000000000002,31.024999999999999,77,,,,https://www.inaturalist.org/observations/61913244,,Baldwin,,,,,,,
3059,BBNA_2688984,12/1/2022 4:23:58 PM,iNaturalist 12-01-2022,,,,,Cullumanobombus,Bombus,fraternus,,,,,10/7/2020 0:00:00,10,7,2020,281,krazeewita-k,62017895,,,,,North America,North America,USA,USA,,Virginia,,,"Blackwater Rd, Virginia Beach, VA, US",36.618290000000002,-76.088570000000004,"36.618, -76.089",-76.088999999999999,36.618000000000002,7,,,,https://www.inaturalist.org/observations/62017895,,Virginia Beach City,,,,,,,
3060,BBNA_2689201,12/1/2022 4:23:59 PM,iNaturalist 12-01-2022,,,,,Cullumanobombus,Bombus,fraternus,,,,,9/16/2020 0:00:00,9,16,2020,260,robirdman,62117777,,,,,North America,North America,USA,USA,Clinton,Illinois,Clinton,,"20100 Hazlet Park Rd, Carlyle, IL 62231, USA",38.668239999999997,-89.323549999999997,"38.668, -89.324",-89.323999999999998,38.667999999999999,140,,,,https://www.inaturalist.org/observations/62117777,3025977 Bombus 17  BUMBLEBEE,Clinton,,,,,,,
3061,BBNA_2689596,12/1/2022 4:24:01 PM,iNaturalist 12-01-2022,,,,,Cullumanobombus,Bombus,fraternus,,,,,4/2/2020 0:00:00,4,2,2020,93,turkeytanglefrogfruit,62294161,,,,,North America,North America,USA,USA,Williamsburg,South Carolina,Williamsburg,,"Andrews, SC, US",33.466479999999997,-79.585949999999997,"33.466, -79.586",-79.585999999999999,33.466000000000001,11,,,,https://www.inaturalist.org/observations/62294161,,Williamsburg,,,,,,,
3062,BBNA_2689648,12/1/2022 4:24:01 PM,iNaturalist 12-01-2022,,,,,Cullumanobombus,Bombus,fraternus,,,,,10/11/2020 0:00:00,10,11,2020,285,swampchicken,62321459,,,,,North America,North America,USA,USA,Garden,Nebraska,Garden,,"US-26, Lewellen, NE, US",41.236109999999996,-102.071299999999994,"41.236, -102.071",-102.070999999999998,41.235999999999997,1153,,,,https://www.inaturalist.org/observations/62321459,Huge ,Garden,,,,,,,
3063,BBNA_2690085,12/1/2022 4:24:03 PM,iNaturalist 12-01-2022,,,,,Cullumanobombus,Bombus,fraternus,,,,,10/9/2020 0:00:00,10,9,2020,283,dan_roth,62510972,,,,,North America,North America,USA,USA,Douglas,Kansas,Douglas,,"Douglas County, KS, USA",38.919820000000001,-95.248710000000003,"38.92, -95.249",-95.248999999999995,38.920000000000002,255,,,,https://www.inaturalist.org/observations/62510972,,Douglas,,,,,,,
3064,BBNA_2690842,12/1/2022 4:24:06 PM,iNaturalist 12-01-2022,,,,,Cullumanobombus,Bombus,fraternus,,,,,10/17/2020 0:00:00,10,17,2020,291,willstuart2001,62845867,,,,,North America,North America,USA,USA,Horry,South Carolina,Horry,,"Horry County, SC, USA",33.802100000000003,-78.865710000000007,"33.802, -78.866",-78.866000000000000,33.802000000000000,12,,,,https://www.inaturalist.org/observations/62845867,"This was a very large Bumblebee, larger than  Bombus pensylvanicus.  It landed on a small Liatris which immediately fell to the ground.   ",Horry,,,,,,,
3065,BBNA_2690879,12/1/2022 4:24:06 PM,iNaturalist 12-01-2022,,,,,Cullumanobombus,Bombus,fraternus,,,,,10/17/2020 0:00:00,10,17,2020,291,cavemander17,62870874,,,,,North America,North America,USA,USA,Limestone,Alabama,Limestone,,"Limestone County, AL, USA",34.599969999999999,-86.892730000000000,"34.6, -86.893",-86.893000000000001,34.600000000000001,172,,,,https://www.inaturalist.org/observations/62870874,,Limestone,,,,,,,
3066,BBNA_2690880,12/1/2022 4:24:06 PM,iNaturalist 12-01-2022,,,,,Cullumanobombus,Bombus,fraternus,,,,,10/17/2020 0:00:00,10,17,2020,291,cavemander17,62870897,,,,,North America,North America,USA,USA,Limestone,Alabama,Limestone,,"Limestone County, AL, USA",34.594450000000002,-86.891949999999994,"34.594, -86.892",-86.891999999999996,34.594000000000001,172,,,,https://www.inaturalist.org/observations/62870897,,Limestone,,,,,,,
3067,BBNA_2691180,12/1/2022 4:24:07 PM,iNaturalist 12-01-2022,,,,,Cullumanobombus,Bombus,fraternus,,,,,8/30/2020 0:00:00,8,30,2020,243,tericocke,63035004,,,,,North America,North America,USA,USA,Payne,Oklahoma,Payne,,"Oklahoma State University, Stillwater, OK, US",36.122770000000003,-97.071479999999994,"36.123, -97.071",-97.070999999999998,36.122999999999998,278,,,,https://www.inaturalist.org/observations/63035004,,Payne,,,,,,,
3068,BBNA_2691274,12/1/2022 4:24:07 PM,iNaturalist 12-01-2022,,,,,Cullumanobombus,Bombus,fraternus,,,,,10/19/2020 0:00:00,10,19,2020,293,bc1234,63065262,,,,,North America,North America,USA,USA,Madison,Alabama,Madison,,"Owens Cross Roads, AL, USA",34.588149999999999,-86.458879999999994,"34.588, -86.459",-86.459000000000003,34.588000000000001,175,,,,https://www.inaturalist.org/observations/63065262,,Madison,,,,,,,
3069,BBNA_2691359,12/1/2022 4:24:08 PM,iNaturalist 12-01-2022,,,,,Cullumanobombus,Bombus,fraternus,,,,,10/20/2020 0:00:00,10,20,2020,294,txserena,63119509,,,,,North America,North America,USA,USA,Randall,Texas,Randall,,Canyon,34.980460000000001,-101.918800000000005,"34.98, -101.919",-101.918999999999997,34.979999999999997,1083,,,,https://www.inaturalist.org/observations/63119509,,Randall,,,,,,,
3070,BBNA_2691710,12/1/2022 4:24:10 PM,iNaturalist 12-01-2022,,,,,Cullumanobombus,Bombus,fraternus,,,,,10/17/2020 0:00:00,10,17,2020,291,bc1234,63294025,,,,,North America,North America,USA,USA,Limestone,Alabama,Limestone,,"Limestone County, AL, USA",34.780009999999997,-86.942380000000000,"34.78, -86.942",-86.941999999999993,34.780000000000001,205,,,,https://www.inaturalist.org/observations/63294025,,Limestone,,,,,,,
3071,BBNA_2691711,12/1/2022 4:24:10 PM,iNaturalist 12-01-2022,,,,,Cullumanobombus,Bombus,fraternus,,,,,10/17/2020 0:00:00,10,17,2020,291,bc1234,63294026,,,,,North America,North America,USA,USA,Limestone,Alabama,Limestone,,"Limestone County, AL, USA",34.780009999999997,-86.942380000000000,"34.78, -86.942",-86.941999999999993,34.780000000000001,205,,,,https://www.inaturalist.org/observations/63294026,,Limestone,,,,,,,
3072,BBNA_2692316,12/1/2022 4:24:11 PM,iNaturalist 12-01-2022,,,,,Cullumanobombus,Bombus,fraternus,,,,,10/26/2020 0:00:00,10,26,2020,300,bc1234,63679270,,,,,North America,North America,USA,USA,Madison,Alabama,Madison,,"Owens Cross Roads, AL, USA",34.588149999999999,-86.458879999999994,"34.588, -86.459",-86.459000000000003,34.588000000000001,175,,,,https://www.inaturalist.org/observations/63679270,,Madison,,,,,,,
3073,BBNA_2692385,12/1/2022 4:24:11 PM,iNaturalist 12-01-2022,,,,,Cullumanobombus,Bombus,fraternus,,,,,10/27/2020 0:00:00,10,27,2020,301,bc1234,63740270,,,,,North America,North America,USA,USA,Madison,Alabama,Madison,,"Owens Cross Roads, AL, USA",34.588149999999999,-86.458879999999994,"34.588, -86.459",-86.459000000000003,34.588000000000001,175,,,,https://www.inaturalist.org/observations/63740270,,Madison,,,,,,,
3074,BBNA_2692386,12/1/2022 4:24:11 PM,iNaturalist 12-01-2022,,,,,Cullumanobombus,Bombus,fraternus,,,,,10/27/2020 0:00:00,10,27,2020,301,bc1234,63740288,,,,,North America,North America,USA,USA,Madison,Alabama,Madison,,"Owens Cross Roads, AL, USA",34.588149999999999,-86.458879999999994,"34.588, -86.459",-86.459000000000003,34.588000000000001,175,,,,https://www.inaturalist.org/observations/63740288,,Madison,,,,,,,
3075,BBNA_2692433,12/1/2022 4:24:12 PM,iNaturalist 12-01-2022,,,,,Cullumanobombus,Bombus,fraternus,,,,,10/18/2020 0:00:00,10,18,2020,292,jeannieb32327,63784484,,,,,North America,North America,USA,USA,Liberty,Florida,Liberty,,"Apalachicola National Forest, Bristol, FL, US",30.031210000000002,-85.030439999999999,"30.031, -85.03",-85.030000000000001,30.030999999999999,14,,,,https://www.inaturalist.org/observations/63784484,,Liberty,,,,,,,
3076,BBNA_2692847,12/1/2022 4:24:13 PM,iNaturalist 12-01-2022,,,,,Cullumanobombus,Bombus,fraternus,,,,,6/30/2007 0:00:00,6,30,2007,181,greg369,64213236,,,,,North America,North America,USA,USA,Marion,Indiana,Marion,,"Indiana, US",39.879390000000001,-86.383449999999996,"39.879, -86.383",-86.382999999999996,39.878999999999998,276,,,,https://www.inaturalist.org/observations/64213236,,Marion,,,,,,,
3077,BBNA_2693149,12/1/2022 4:24:15 PM,iNaturalist 12-01-2022,,,,,Cullumanobombus,Bombus,fraternus,,,,,7/28/2020 0:00:00,7,28,2020,210,nebraskaprairie,64559642,,,,,North America,North America,USA,USA,Hamilton,Nebraska,Hamilton,,"Marquette, NE, US",41.036780000000000,-98.043610000000001,"41.037, -98.044",-98.043999999999997,41.036999999999999,537,,,,https://www.inaturalist.org/observations/64559642,Location: Sherman Ranch - native bluff and lowland prairie near the Platte RiverFemaleFeeding on white prairie clover (Dalea candida),Hamilton,,,,,,,
3078,BBNA_2693152,12/1/2022 4:24:15 PM,iNaturalist 12-01-2022,,,,,Cullumanobombus,Bombus,fraternus,,,,,8/3/2020 0:00:00,8,3,2020,216,nebraskaprairie,64561694,,,,,North America,North America,USA,USA,Hamilton,Nebraska,Hamilton,,"Marquette, NE, US",41.036369999999998,-98.043570000000003,"41.036, -98.044",-98.043999999999997,41.036000000000001,537,,,,https://www.inaturalist.org/observations/64561694,Location: Sherman Ranch - native bluff prairie near the Platte RiverFemalePhoto taken for Bumble Bee Atlas survey - this individual found feeding on purple and white prairie clovers (Dalea purpurea and Dalea candida),Hamilton,,,,,,,
3079,BBNA_2693153,12/1/2022 4:24:15 PM,iNaturalist 12-01-2022,,,,,Cullumanobombus,Bombus,fraternus,,,,,8/3/2020 0:00:00,8,3,2020,216,nebraskaprairie,64561761,,,,,North America,North America,USA,USA,Hamilton,Nebraska,Hamilton,,"Marquette, NE, US",41.036169999999998,-98.043710000000004,"41.036, -98.044",-98.043999999999997,41.036000000000001,537,,,,https://www.inaturalist.org/observations/64561761,Location: Sherman Ranch - native bluff prairie near the Platte RiverFemalePhoto taken for Bumble Bee Atlas survey - this individual found feeding on purple and white prairie clovers (Dalea purpurea and Dalea candida),Hamilton,,,,,,,
3080,BBNA_2693197,12/1/2022 4:24:15 PM,iNaturalist 12-01-2022,,,,,Cullumanobombus,Bombus,fraternus,,,,,9/16/2020 0:00:00,9,16,2020,260,nebraskaprairie,64582150,,,,,North America,North America,USA,USA,Merrick,Nebraska,Merrick,,"N Rd, Palmer, NE, US",41.119300000000003,-98.256550000000004,"41.119, -98.257",-98.257000000000005,41.119000000000000,545,,,,https://www.inaturalist.org/observations/64582150,,Merrick,,,,,,,
3081,BBNA_2693200,12/1/2022 4:24:15 PM,iNaturalist 12-01-2022,,,,,Cullumanobombus,Bombus,fraternus,,,,,10/1/2020 0:00:00,10,1,2020,275,nebraskaprairie,64583458,,,,,North America,North America,USA,USA,Boone,Nebraska,Boone,,"Albion, NE, US",41.799779999999998,-98.107960000000006,"41.8, -98.108",-98.108000000000004,41.799999999999997,559,,,,https://www.inaturalist.org/observations/64583458,Location: wetland area near Beaver Creek at Olson Nature PreserveFemaleFeeding on willowleaf aster (Symphyotrichum praealtum),Boone,,,,,,,
3082,BBNA_2693428,12/1/2022 4:24:17 PM,iNaturalist 12-01-2022,,,,,Cullumanobombus,Bombus,fraternus,,,,,11/13/2020 0:00:00,11,13,2020,318,cavemander17,64813982,,,,,North America,North America,USA,USA,Madison,Alabama,Madison,,"Madison County, AL, USA",34.605969999999999,-86.745090000000005,"34.606, -86.745",-86.745000000000005,34.606000000000002,182,,,,https://www.inaturalist.org/observations/64813982,,Madison,,,,,,,
3083,BBNA_2693429,12/1/2022 4:24:17 PM,iNaturalist 12-01-2022,,,,,Cullumanobombus,Bombus,fraternus,,,,,11/13/2020 0:00:00,11,13,2020,318,cavemander17,64813996,,,,,North America,North America,USA,USA,Madison,Alabama,Madison,,"Madison County, AL, USA",34.605969999999999,-86.745090000000005,"34.606, -86.745",-86.745000000000005,34.606000000000002,182,,,,https://www.inaturalist.org/observations/64813996,,Madison,,,,,,,
3084,BBNA_2693719,12/1/2022 4:24:17 PM,iNaturalist 12-01-2022,,,,,Cullumanobombus,Bombus,fraternus,,,,,10/12/2018 0:00:00,10,12,2018,285,vcharny,65287830,,,,,North America,North America,USA,USA,Baldwin,Alabama,Baldwin,,"Co Rd 47, Bay Minette, AL 36507, United States",31.025259999999999,-87.685130000000001,"31.025, -87.685",-87.685000000000002,31.024999999999999,77,,,,https://www.inaturalist.org/observations/65287830,,Baldwin,,,,,,,
3085,BBNA_2693815,12/1/2022 4:24:17 PM,iNaturalist 12-01-2022,,,,,Cullumanobombus,Bombus,fraternus,,,,,11/22/2020 0:00:00,11,22,2020,327,universalgrinding,65415284,,,,,North America,North America,USA,USA,Washington,Texas,Washington,,"FM-50, Brenham, TX, US",30.314889999999998,-96.347989999999996,"30.315, -96.348",-96.347999999999999,30.315000000000001,112,,,,https://www.inaturalist.org/observations/65415284,,Washington,,,,,,,
3086,BBNA_2694490,12/1/2022 4:24:20 PM,iNaturalist 12-01-2022,,,,,Cullumanobombus,Bombus,fraternus,,,,,12/10/2020 0:00:00,12,10,2020,345,vflatau,66408276,,,,,North America,North America,USA,USA,Charleston,South Carolina,Charleston,,"Trident Technical College, North Charleston, SC, US",32.925840000000001,-80.030320000000003,"32.926, -80.03",-80.030000000000001,32.926000000000002,9,,,,https://www.inaturalist.org/observations/66408276,,Charleston,,,,,,,
3087,BBNA_2695122,12/1/2022 4:24:22 PM,iNaturalist 12-01-2022,,,,,Cullumanobombus,Bombus,fraternus,,,,,10/7/2015 0:00:00,10,7,2015,280,texasprairiegrl,67273249,,,,,North America,North America,USA,USA,Foard,Texas,Foard,,"Crowell, TX 79227, USA",33.990079999999999,-99.955590000000001,"33.99, -99.956",-99.956000000000003,33.990000000000002,490,,,,https://www.inaturalist.org/observations/67273249,,Foard,,,,,,,
3088,BBNA_2696204,12/1/2022 4:24:27 PM,iNaturalist 12-01-2022,,,,,Cullumanobombus,Bombus,fraternus,,,,,6/11/2018 0:00:00,6,11,2018,162,fumonta,69088014,,,,,North America,North America,USA,USA,Mason,Illinois,Mason,,"Mason County, IL, USA",40.143560000000001,-89.832710000000006,"40.144, -89.833",-89.832999999999998,40.143999999999998,182,,,,https://www.inaturalist.org/observations/69088014,,Mason,,,,,,,
3089,BBNA_2696205,12/1/2022 4:24:27 PM,iNaturalist 12-01-2022,,,,,Cullumanobombus,Bombus,fraternus,,,,,6/11/2018 0:00:00,6,11,2018,162,fumonta,69088015,,,,,North America,North America,USA,USA,Mason,Illinois,Mason,,"Mason County, IL, USA",40.143580000000000,-89.832719999999995,"40.144, -89.833",-89.832999999999998,40.143999999999998,182,,,,https://www.inaturalist.org/observations/69088015,,Mason,,,,,,,
3090,BBNA_2696206,12/1/2022 4:24:27 PM,iNaturalist 12-01-2022,,,,,Cullumanobombus,Bombus,fraternus,,,,,6/11/2018 0:00:00,6,11,2018,162,fumonta,69088016,,,,,North America,North America,USA,USA,Mason,Illinois,Mason,,"Mason County, IL, USA",40.143569999999997,-89.832700000000003,"40.144, -89.833",-89.832999999999998,40.143999999999998,182,,,,https://www.inaturalist.org/observations/69088016,,Mason,,,,,,,
3091,BBNA_2696532,12/1/2022 4:24:29 PM,iNaturalist 12-01-2022,,,,,Cullumanobombus,Bombus,fraternus,,,,,7/9/2017 0:00:00,7,9,2017,190,rickowen,69643305,,,,,North America,North America,USA,USA,Hamilton,Florida,Hamilton,,"Hamilton County, FL, USA",30.459900000000001,-82.896420000000006,"30.46, -82.896",-82.896000000000001,30.460000000000001,42,,,,https://www.inaturalist.org/observations/69643305,,Hamilton,,,,,,,
3092,BBNA_2696534,12/1/2022 4:24:29 PM,iNaturalist 12-01-2022,,,,,Cullumanobombus,Bombus,fraternus,,,,,8/20/2017 0:00:00,8,20,2017,232,rickowen,69643520,,,,,North America,North America,USA,USA,Georgetown,South Carolina,Georgetown,,"Georgetown County, SC, USA",33.520130000000002,-79.094210000000004,"33.52, -79.094",-79.093999999999994,33.520000000000003,0,,,,https://www.inaturalist.org/observations/69643520,,Georgetown,,,,,,,
3093,BBNA_2697084,12/1/2022 4:24:31 PM,iNaturalist 12-01-2022,,,,,Cullumanobombus,Bombus,fraternus,,,,,7/19/1987 0:00:00,7,19,1987,200,lupoli_roland,70609306,,,,,North America,North America,USA,USA,Monroe,Georgia,Monroe,,"ComtÌ© de Monroe, GÌ©orgie, Ìätats-Unis",33.181530000000002,-84.016229999999993,"33.182, -84.016",-84.016000000000005,33.182000000000002,193,,,,https://www.inaturalist.org/observations/70609306,,Monroe,,,,,,,
3094,BBNA_2697201,12/1/2022 4:24:32 PM,iNaturalist 12-01-2022,,,,,Cullumanobombus,Bombus,fraternus,,,,,9/13/2019 0:00:00,9,13,2019,256,egeest,70986147,,,,,North America,North America,USA,USA,Osage,Oklahoma,Osage,,"Osage, Oklahoma, United States",36.845190000000002,-96.431489999999997,"36.845, -96.431",-96.430999999999997,36.844999999999999,322,,,,https://www.inaturalist.org/observations/70986147,,Osage,,,,,,,
3095,BBNA_2697219,12/1/2022 4:24:32 PM,iNaturalist 12-01-2022,,,,,Cullumanobombus,Bombus,fraternus,,,,,5/30/2019 0:00:00,5,30,2019,150,egeest,71046728,,,,,North America,North America,USA,USA,Osage,Oklahoma,Osage,,"Osage County, OK, USA",36.834989999999998,-96.222679999999997,"36.835, -96.223",-96.222999999999999,36.835000000000001,300,,,,https://www.inaturalist.org/observations/71046728,,Osage,,,,,,,
3096,BBNA_2697823,12/1/2022 4:24:34 PM,iNaturalist 12-01-2022,,,,,Cullumanobombus,Bombus,fraternus,,,,,9/6/2020 0:00:00,9,6,2020,250,judydarby,74253471,,,,,North America,North America,USA,USA,,Louisiana,,,"St Tammany Parish, LA, USA",30.457290000000000,-90.186030000000002,"30.457, -90.186",-90.186000000000007,30.457000000000001,14,,,,https://www.inaturalist.org/observations/74253471,In a patch of Partridge Peas in a flatwood meadow,St. Tammany,,,,,,,
3097,BBNA_2697825,12/1/2022 4:24:34 PM,iNaturalist 12-01-2022,,,,,Cullumanobombus,Bombus,fraternus,,,,,9/7/2020 0:00:00,9,7,2020,251,judydarby,74254592,,,,,North America,North America,USA,USA,,Louisiana,,,"St Tammany Parish, LA, USA",30.456620000000001,-90.185910000000007,"30.457, -90.186",-90.186000000000007,30.457000000000001,14,,,,https://www.inaturalist.org/observations/74254592,In a patch of Partridge Peas,St. Tammany,,,,,,,
3098,BBNA_2697891,12/1/2022 4:24:34 PM,iNaturalist 12-01-2022,,,,,Cullumanobombus,Bombus,fraternus,,,,,5/15/2018 0:00:00,5,15,2018,135,prairiehagrid,74882262,,,,,North America,North America,USA,USA,Sedgwick,Kansas,Sedgwick,,"Sedgwick, Kansas, United States",37.540390000000002,-97.684139999999999,"37.54, -97.684",-97.683999999999997,37.539999999999999,404,,,,https://www.inaturalist.org/observations/74882262,"Maker:0x4c,Date:2017-11-14,Ver:4,Lens:Kan03,Act:Lar01,E-Y",Sedgwick,,,,,,,
