OID_,BBNA_code,date_added,data_source,Institution,dataset_notes_1,data_restrictions_1,data_restrictions_2,subgenus,genus,species,sex,caste,det_as,det_by,date,month,day,year,dayno,observers,code_1,code_2,code_3,code_4,code_5,continent_verbatim,continent,country_verbatim,country,county_verbatim,state_prov,county,location,site,latitude,longitude,coordinates,coordinates_X,coordinates_Y,elev_m_ETOPO1,geo_notes_1,geo_notes_2,doi,link,notes_1,notes_2,notes_3,notes_4,notes_5,plant_host_genus,plant_host_notes,plant_host_species,plant_host_verbatim
1477,BBNA_1320212,11/15/2018 11:02:11 AM,Karen Wright TAMU 11-14-2018,Texas A&M University (TAMU),,,,Cullumanobombus,Bombus,fraternus,,,,G. Bohart,8/6/1979 0:00:00,8,6,1979,218,H. Cobb,X1310960,,,,,North America,North America,USA,USA, Dickens,Texas, Dickens,Spur,,33.476480000000002,-100.855689999999996,"33.476, -100.856",-100.855999999999995,33.475999999999999,699,,,,,,,,,,,,,
1478,BBNA_1320213,11/15/2018 11:02:11 AM,Karen Wright TAMU 11-14-2018,Texas A&M University (TAMU),,,,Cullumanobombus,Bombus,fraternus,,,,K.W. Wright,8/7/1979 0:00:00,8,7,1979,219,C. P. McHugh,X1315440,,,,,North America,North America,USA,USA, Eddy,New Mexico, Eddy,"Highway 31, at Pecos River",,32.312130000000003,-104.059860000000000,"32.312, -104.06",-104.060000000000002,32.311999999999998,913,,,,,,,,,,,,,
1479,BBNA_1320218,11/15/2018 11:02:11 AM,Karen Wright TAMU 11-14-2018,Texas A&M University (TAMU),,,,Cullumanobombus,Bombus,fraternus,,,,K.W. Wright,8/15/1979 0:00:00,8,15,1979,227,J. C. Schaffner,X0409329,,,,,North America,North America,USA,USA, Eddy,New Mexico, Eddy,Site 7,,32.355890000000002,-103.779600000000002,"32.356, -103.78",-103.780000000000001,32.356000000000002,1038,,,,,,,,,,,,,
1480,BBNA_1320219,11/15/2018 11:02:11 AM,Karen Wright TAMU 11-14-2018,Texas A&M University (TAMU),,,,Cullumanobombus,Bombus,fraternus,,,,K.W. Wright,8/15/1979 0:00:00,8,15,1979,227,J. C. Schaffner,X0409329,,,,,North America,North America,USA,USA, Eddy,New Mexico, Eddy,Site 7,,32.355890000000002,-103.779600000000002,"32.356, -103.78",-103.780000000000001,32.356000000000002,1038,,,,,,,,,,,,,
1481,BBNA_1320220,11/15/2018 11:02:11 AM,Karen Wright TAMU 11-14-2018,Texas A&M University (TAMU),,,,Cullumanobombus,Bombus,fraternus,,,,K.W. Wright,8/15/1979 0:00:00,8,15,1979,227,J. C. Schaffner,X0409329,,,,,North America,North America,USA,USA, Eddy,New Mexico, Eddy,Site 7,,32.355890000000002,-103.779600000000002,"32.356, -103.78",-103.780000000000001,32.356000000000002,1038,,,,,,,,,,,,,
1482,BBNA_1320221,11/15/2018 11:02:11 AM,Karen Wright TAMU 11-14-2018,Texas A&M University (TAMU),,,,Cullumanobombus,Bombus,fraternus,,,,K.W. Wright,8/15/1979 0:00:00,8,15,1979,227,J. C. Schaffner,X0409329,,,,,North America,North America,USA,USA, Eddy,New Mexico, Eddy,Site 7,,32.355890000000002,-103.779600000000002,"32.356, -103.78",-103.780000000000001,32.356000000000002,1038,,,,,,,,,,,,,
1483,BBNA_1320222,11/15/2018 11:02:11 AM,Karen Wright TAMU 11-14-2018,Texas A&M University (TAMU),,,,Cullumanobombus,Bombus,fraternus,,,,K.W. Wright,8/15/1979 0:00:00,8,15,1979,227,J. C. Schaffner,X0409329,,,,,North America,North America,USA,USA, Eddy,New Mexico, Eddy,Site 7,,32.355890000000002,-103.779600000000002,"32.356, -103.78",-103.780000000000001,32.356000000000002,1038,,,,,,,,,,,,,
1484,BBNA_1320223,11/15/2018 11:02:11 AM,Karen Wright TAMU 11-14-2018,Texas A&M University (TAMU),,,,Cullumanobombus,Bombus,fraternus,,,,K.W. Wright,8/15/1979 0:00:00,8,15,1979,227,J. C. Schaffner,X0409329,,,,,North America,North America,USA,USA, Eddy,New Mexico, Eddy,Site 7,,32.355890000000002,-103.779600000000002,"32.356, -103.78",-103.780000000000001,32.356000000000002,1038,,,,,,,,,,,,,
1485,BBNA_1320224,11/15/2018 11:02:11 AM,Karen Wright TAMU 11-14-2018,Texas A&M University (TAMU),,,,Cullumanobombus,Bombus,fraternus,,,,K.W. Wright,8/15/1979 0:00:00,8,15,1979,227,J. C. Schaffner,X0409329,,,,,North America,North America,USA,USA, Eddy,New Mexico, Eddy,Site 7,,32.355890000000002,-103.779600000000002,"32.356, -103.78",-103.780000000000001,32.356000000000002,1038,,,,,,,,,,,,,
1486,BBNA_1320225,11/15/2018 11:02:11 AM,Karen Wright TAMU 11-14-2018,Texas A&M University (TAMU),,,,Cullumanobombus,Bombus,fraternus,,,,K.W. Wright,8/15/1979 0:00:00,8,15,1979,227,J. C. Schaffner,X0409329,,,,,North America,North America,USA,USA, Eddy,New Mexico, Eddy,Site 7,,32.355890000000002,-103.779600000000002,"32.356, -103.78",-103.780000000000001,32.356000000000002,1038,,,,,,,,,,,,,
1487,BBNA_1320226,11/15/2018 11:02:11 AM,Karen Wright TAMU 11-14-2018,Texas A&M University (TAMU),,,,Cullumanobombus,Bombus,fraternus,,,,K.W. Wright,8/15/1979 0:00:00,8,15,1979,227,J. C. Schaffner,X0409373,,,,,North America,North America,USA,USA, Eddy,New Mexico, Eddy,Site 7,,32.355890000000002,-103.779600000000002,"32.356, -103.78",-103.780000000000001,32.356000000000002,1038,,,,,,,,,,,,,
1488,BBNA_1320227,11/15/2018 11:02:11 AM,Karen Wright TAMU 11-14-2018,Texas A&M University (TAMU),,,,Cullumanobombus,Bombus,fraternus,,,,K.W. Wright,8/15/1979 0:00:00,8,15,1979,227,J. C. Schaffner,X0409373,,,,,North America,North America,USA,USA, Eddy,New Mexico, Eddy,Site 7,,32.355890000000002,-103.779600000000002,"32.356, -103.78",-103.780000000000001,32.356000000000002,1038,,,,,,,,,,,,,
1489,BBNA_1320228,11/15/2018 11:02:11 AM,Karen Wright TAMU 11-14-2018,Texas A&M University (TAMU),,,,Cullumanobombus,Bombus,fraternus,,,,K.W. Wright,8/15/1979 0:00:00,8,15,1979,227,J. C. Schaffner,X0409373,,,,,North America,North America,USA,USA, Eddy,New Mexico, Eddy,Site 7,,32.355890000000002,-103.779600000000002,"32.356, -103.78",-103.780000000000001,32.356000000000002,1038,,,,,,,,,,,,,
1490,BBNA_1320229,11/15/2018 11:02:11 AM,Karen Wright TAMU 11-14-2018,Texas A&M University (TAMU),,,,Cullumanobombus,Bombus,fraternus,,,,K.W. Wright,8/15/1979 0:00:00,8,15,1979,227,J. C. Schaffner,X0409373,,,,,North America,North America,USA,USA, Eddy,New Mexico, Eddy,Site 7,,32.355890000000002,-103.779600000000002,"32.356, -103.78",-103.780000000000001,32.356000000000002,1038,,,,,,,,,,,,,
1491,BBNA_1320230,11/15/2018 11:02:11 AM,Karen Wright TAMU 11-14-2018,Texas A&M University (TAMU),,,,Cullumanobombus,Bombus,fraternus,,,,K.W. Wright,8/15/1979 0:00:00,8,15,1979,227,J. C. Schaffner,X0409373,,,,,North America,North America,USA,USA, Eddy,New Mexico, Eddy,Site 7,,32.355890000000002,-103.779600000000002,"32.356, -103.78",-103.780000000000001,32.356000000000002,1038,,,,,,,,,,,,,
1492,BBNA_1320231,11/15/2018 11:02:11 AM,Karen Wright TAMU 11-14-2018,Texas A&M University (TAMU),,,,Cullumanobombus,Bombus,fraternus,,,,K.W. Wright,8/15/1979 0:00:00,8,15,1979,227,J. C. Schaffner,X0409373,,,,,North America,North America,USA,USA, Eddy,New Mexico, Eddy,Site 7,,32.355890000000002,-103.779600000000002,"32.356, -103.78",-103.780000000000001,32.356000000000002,1038,,,,,,,,,,,,,
1493,BBNA_1320232,11/15/2018 11:02:11 AM,Karen Wright TAMU 11-14-2018,Texas A&M University (TAMU),,,,Cullumanobombus,Bombus,fraternus,,,,K.W. Wright,8/15/1979 0:00:00,8,15,1979,227,J. C. Schaffner,X0409373,,,,,North America,North America,USA,USA, Eddy,New Mexico, Eddy,Site 7,,32.355890000000002,-103.779600000000002,"32.356, -103.78",-103.780000000000001,32.356000000000002,1038,,,,,,,,,,,,,
1494,BBNA_1320233,11/15/2018 11:02:11 AM,Karen Wright TAMU 11-14-2018,Texas A&M University (TAMU),,,,Cullumanobombus,Bombus,fraternus,,,,K.W. Wright,8/15/1979 0:00:00,8,15,1979,227,J. C. Schaffner,X0409373,,,,,North America,North America,USA,USA, Eddy,New Mexico, Eddy,Site 7,,32.355890000000002,-103.779600000000002,"32.356, -103.78",-103.780000000000001,32.356000000000002,1038,,,,,,,,,,,,,
1495,BBNA_1320234,11/15/2018 11:02:11 AM,Karen Wright TAMU 11-14-2018,Texas A&M University (TAMU),,,,Cullumanobombus,Bombus,fraternus,,,,K.W. Wright,8/15/1979 0:00:00,8,15,1979,227,J. C. Schaffner,X0409578,,,,,North America,North America,USA,USA, Eddy,New Mexico, Eddy,Site 7,,32.355890000000002,-103.779600000000002,"32.356, -103.78",-103.780000000000001,32.356000000000002,1038,,,,,,,,,,,,,
1496,BBNA_1320235,11/15/2018 11:02:11 AM,Karen Wright TAMU 11-14-2018,Texas A&M University (TAMU),,,,Cullumanobombus,Bombus,fraternus,,,,K.W. Wright,8/15/1979 0:00:00,8,15,1979,227,J. C. Schaffner,X0409578,,,,,North America,North America,USA,USA, Eddy,New Mexico, Eddy,Site 7,,32.355890000000002,-103.779600000000002,"32.356, -103.78",-103.780000000000001,32.356000000000002,1038,,,,,,,,,,,,,
1497,BBNA_1320236,11/15/2018 11:02:11 AM,Karen Wright TAMU 11-14-2018,Texas A&M University (TAMU),,,,Cullumanobombus,Bombus,fraternus,,,,K.W. Wright,8/15/1979 0:00:00,8,15,1979,227,J. C. Schaffner,X0409578,,,,,North America,North America,USA,USA, Eddy,New Mexico, Eddy,Site 7,,32.355890000000002,-103.779600000000002,"32.356, -103.78",-103.780000000000001,32.356000000000002,1038,,,,,,,,,,,,,
1498,BBNA_1320237,11/15/2018 11:02:11 AM,Karen Wright TAMU 11-14-2018,Texas A&M University (TAMU),,,,Cullumanobombus,Bombus,fraternus,,,,K.W. Wright,8/15/1979 0:00:00,8,15,1979,227,J. C. Schaffner,X0409578,,,,,North America,North America,USA,USA, Eddy,New Mexico, Eddy,Site 7,,32.355890000000002,-103.779600000000002,"32.356, -103.78",-103.780000000000001,32.356000000000002,1038,,,,,,,,,,,,,
1499,BBNA_1320238,11/15/2018 11:02:11 AM,Karen Wright TAMU 11-14-2018,Texas A&M University (TAMU),,,,Cullumanobombus,Bombus,fraternus,,,,K.W. Wright,8/15/1979 0:00:00,8,15,1979,227,J. C. Schaffner,X0409578,,,,,North America,North America,USA,USA, Eddy,New Mexico, Eddy,Site 7,,32.355890000000002,-103.779600000000002,"32.356, -103.78",-103.780000000000001,32.356000000000002,1038,,,,,,,,,,,,,
1500,BBNA_1320239,11/15/2018 11:02:11 AM,Karen Wright TAMU 11-14-2018,Texas A&M University (TAMU),,,,Cullumanobombus,Bombus,fraternus,,,,K.W. Wright,8/15/1979 0:00:00,8,15,1979,227,J. C. Schaffner,X0409578,,,,,North America,North America,USA,USA, Eddy,New Mexico, Eddy,Site 7,,32.355890000000002,-103.779600000000002,"32.356, -103.78",-103.780000000000001,32.356000000000002,1038,,,,,,,,,,,,,
1501,BBNA_1320240,11/15/2018 11:02:11 AM,Karen Wright TAMU 11-14-2018,Texas A&M University (TAMU),,,,Cullumanobombus,Bombus,fraternus,,,,K.W. Wright,8/15/1979 0:00:00,8,15,1979,227,J. C. Schaffner,X0409578,,,,,North America,North America,USA,USA, Eddy,New Mexico, Eddy,Site 7,,32.355890000000002,-103.779600000000002,"32.356, -103.78",-103.780000000000001,32.356000000000002,1038,,,,,,,,,,,,,
1502,BBNA_1320241,11/15/2018 11:02:11 AM,Karen Wright TAMU 11-14-2018,Texas A&M University (TAMU),,,,Cullumanobombus,Bombus,fraternus,,,,K.W. Wright,8/15/1979 0:00:00,8,15,1979,227,J. C. Schaffner,X0409578,,,,,North America,North America,USA,USA, Eddy,New Mexico, Eddy,Site 7,,32.355890000000002,-103.779600000000002,"32.356, -103.78",-103.780000000000001,32.356000000000002,1038,,,,,,,,,,,,,
1503,BBNA_1320242,11/15/2018 11:02:11 AM,Karen Wright TAMU 11-14-2018,Texas A&M University (TAMU),,,,Cullumanobombus,Bombus,fraternus,,,,K.W. Wright,8/15/1979 0:00:00,8,15,1979,227,J. C. Schaffner,X0410780,,,,,North America,North America,USA,USA, Eddy,New Mexico, Eddy,Site 7,,32.355890000000002,-103.779600000000002,"32.356, -103.78",-103.780000000000001,32.356000000000002,1038,,,,,,,,,,,,,
1504,BBNA_1320243,11/15/2018 11:02:11 AM,Karen Wright TAMU 11-14-2018,Texas A&M University (TAMU),,,,Cullumanobombus,Bombus,fraternus,,,,K.W. Wright,8/15/1979 0:00:00,8,15,1979,227,J. C. Schaffner,X0410780,,,,,North America,North America,USA,USA, Eddy,New Mexico, Eddy,Site 7,,32.355890000000002,-103.779600000000002,"32.356, -103.78",-103.780000000000001,32.356000000000002,1038,,,,,,,,,,,,,
1505,BBNA_1320244,11/15/2018 11:02:11 AM,Karen Wright TAMU 11-14-2018,Texas A&M University (TAMU),,,,Cullumanobombus,Bombus,fraternus,,,,K.W. Wright,8/15/1979 0:00:00,8,15,1979,227,J. C. Schaffner,X0410780,,,,,North America,North America,USA,USA, Eddy,New Mexico, Eddy,Site 7,,32.355890000000002,-103.779600000000002,"32.356, -103.78",-103.780000000000001,32.356000000000002,1038,,,,,,,,,,,,,
1506,BBNA_1320245,11/15/2018 11:02:11 AM,Karen Wright TAMU 11-14-2018,Texas A&M University (TAMU),,,,Cullumanobombus,Bombus,fraternus,,,,K.W. Wright,8/15/1979 0:00:00,8,15,1979,227,J. C. Schaffner,X0410780,,,,,North America,North America,USA,USA, Eddy,New Mexico, Eddy,Site 7,,32.355890000000002,-103.779600000000002,"32.356, -103.78",-103.780000000000001,32.356000000000002,1038,,,,,,,,,,,,,
1507,BBNA_1320246,11/15/2018 11:02:11 AM,Karen Wright TAMU 11-14-2018,Texas A&M University (TAMU),,,,Cullumanobombus,Bombus,fraternus,,,,K.W. Wright,8/15/1979 0:00:00,8,15,1979,227,J. C. Schaffner,X0410780,,,,,North America,North America,USA,USA, Eddy,New Mexico, Eddy,Site 7,,32.355890000000002,-103.779600000000002,"32.356, -103.78",-103.780000000000001,32.356000000000002,1038,,,,,,,,,,,,,
1508,BBNA_1320247,11/15/2018 11:02:11 AM,Karen Wright TAMU 11-14-2018,Texas A&M University (TAMU),,,,Cullumanobombus,Bombus,fraternus,,,,K.W. Wright,8/15/1979 0:00:00,8,15,1979,227,J. C. Schaffner,X0410780,,,,,North America,North America,USA,USA, Eddy,New Mexico, Eddy,Site 7,,32.355890000000002,-103.779600000000002,"32.356, -103.78",-103.780000000000001,32.356000000000002,1038,,,,,,,,,,,,,
1509,BBNA_1320248,11/15/2018 11:02:11 AM,Karen Wright TAMU 11-14-2018,Texas A&M University (TAMU),,,,Cullumanobombus,Bombus,fraternus,,,,K.W. Wright,8/15/1979 0:00:00,8,15,1979,227,J. C. Schaffner,X0410780,,,,,North America,North America,USA,USA, Eddy,New Mexico, Eddy,Site 7,,32.355890000000002,-103.779600000000002,"32.356, -103.78",-103.780000000000001,32.356000000000002,1038,,,,,,,,,,,,,
1510,BBNA_1320249,11/15/2018 11:02:11 AM,Karen Wright TAMU 11-14-2018,Texas A&M University (TAMU),,,,Cullumanobombus,Bombus,fraternus,,,,K.W. Wright,8/15/1979 0:00:00,8,15,1979,227,J. C. Schaffner,X0410780,,,,,North America,North America,USA,USA, Eddy,New Mexico, Eddy,Site 7,,32.355890000000002,-103.779600000000002,"32.356, -103.78",-103.780000000000001,32.356000000000002,1038,,,,,,,,,,,,,
1511,BBNA_1320250,11/15/2018 11:02:11 AM,Karen Wright TAMU 11-14-2018,Texas A&M University (TAMU),,,,Cullumanobombus,Bombus,fraternus,,,,K.W. Wright,8/15/1979 0:00:00,8,15,1979,227,J. C. Schaffner,X1375387,,,,,North America,North America,USA,USA, Eddy,New Mexico, Eddy,Site 7,,32.355890000000002,-103.779600000000002,"32.356, -103.78",-103.780000000000001,32.356000000000002,1038,,,,,,,,,,,,,
1512,BBNA_1320251,11/15/2018 11:02:11 AM,Karen Wright TAMU 11-14-2018,Texas A&M University (TAMU),,,,Cullumanobombus,Bombus,fraternus,,,,K.W. Wright,8/15/1979 0:00:00,8,15,1979,227,J. C. Schaffner,X1375387,,,,,North America,North America,USA,USA, Eddy,New Mexico, Eddy,Site 7,,32.355890000000002,-103.779600000000002,"32.356, -103.78",-103.780000000000001,32.356000000000002,1038,,,,,,,,,,,,,
1513,BBNA_1320252,11/15/2018 11:02:11 AM,Karen Wright TAMU 11-14-2018,Texas A&M University (TAMU),,,,Cullumanobombus,Bombus,fraternus,,,,K.W. Wright,8/15/1979 0:00:00,8,15,1979,227,J. C. Schaffner,X1375387,,,,,North America,North America,USA,USA, Eddy,New Mexico, Eddy,Site 7,,32.355890000000002,-103.779600000000002,"32.356, -103.78",-103.780000000000001,32.356000000000002,1038,,,,,,,,,,,,,
1514,BBNA_1320253,11/15/2018 11:02:11 AM,Karen Wright TAMU 11-14-2018,Texas A&M University (TAMU),,,,Cullumanobombus,Bombus,fraternus,,,,K.W. Wright,8/15/1979 0:00:00,8,15,1979,227,J. C. Schaffner,X1375387,,,,,North America,North America,USA,USA, Eddy,New Mexico, Eddy,Site 7,,32.355890000000002,-103.779600000000002,"32.356, -103.78",-103.780000000000001,32.356000000000002,1038,,,,,,,,,,,,,
1515,BBNA_1320254,11/15/2018 11:02:11 AM,Karen Wright TAMU 11-14-2018,Texas A&M University (TAMU),,,,Cullumanobombus,Bombus,fraternus,,,,K.W. Wright,8/15/1979 0:00:00,8,15,1979,227,J. C. Schaffner,X1375387,,,,,North America,North America,USA,USA, Eddy,New Mexico, Eddy,Site 7,,32.355890000000002,-103.779600000000002,"32.356, -103.78",-103.780000000000001,32.356000000000002,1038,,,,,,,,,,,,,
1516,BBNA_1320255,11/15/2018 11:02:11 AM,Karen Wright TAMU 11-14-2018,Texas A&M University (TAMU),,,,Cullumanobombus,Bombus,fraternus,,,,K.W. Wright,8/15/1979 0:00:00,8,15,1979,227,J. C. Schaffner,X1375387,,,,,North America,North America,USA,USA, Eddy,New Mexico, Eddy,Site 7,,32.355890000000002,-103.779600000000002,"32.356, -103.78",-103.780000000000001,32.356000000000002,1038,,,,,,,,,,,,,
1517,BBNA_1320256,11/15/2018 11:02:11 AM,Karen Wright TAMU 11-14-2018,Texas A&M University (TAMU),,,,Cullumanobombus,Bombus,fraternus,,,,K.W. Wright,8/15/1979 0:00:00,8,15,1979,227,J. C. Schaffner,X1375387,,,,,North America,North America,USA,USA, Eddy,New Mexico, Eddy,Site 7,,32.355890000000002,-103.779600000000002,"32.356, -103.78",-103.780000000000001,32.356000000000002,1038,,,,,,,,,,,,,
1518,BBNA_1320257,11/15/2018 11:02:11 AM,Karen Wright TAMU 11-14-2018,Texas A&M University (TAMU),,,,Cullumanobombus,Bombus,fraternus,,,,K.W. Wright,8/15/1979 0:00:00,8,15,1979,227,J. C. Schaffner,X1375387,,,,,North America,North America,USA,USA, Eddy,New Mexico, Eddy,Site 7,,32.355890000000002,-103.779600000000002,"32.356, -103.78",-103.780000000000001,32.356000000000002,1038,,,,,,,,,,,,,
1519,BBNA_1320258,11/15/2018 11:02:11 AM,Karen Wright TAMU 11-14-2018,Texas A&M University (TAMU),,,,Cullumanobombus,Bombus,fraternus,,,,K.W. Wright,8/15/1979 0:00:00,8,15,1979,227,J. C. Schaffner,X1375636,,,,,North America,North America,USA,USA, Eddy,New Mexico, Eddy,Site 7,,32.355890000000002,-103.779600000000002,"32.356, -103.78",-103.780000000000001,32.356000000000002,1038,,,,,,,,,,,,,
1520,BBNA_1320259,11/15/2018 11:02:11 AM,Karen Wright TAMU 11-14-2018,Texas A&M University (TAMU),,,,Cullumanobombus,Bombus,fraternus,,,,K.W. Wright,8/15/1979 0:00:00,8,15,1979,227,J. C. Schaffner,X1375636,,,,,North America,North America,USA,USA, Eddy,New Mexico, Eddy,Site 7,,32.355890000000002,-103.779600000000002,"32.356, -103.78",-103.780000000000001,32.356000000000002,1038,,,,,,,,,,,,,
1521,BBNA_1320260,11/15/2018 11:02:11 AM,Karen Wright TAMU 11-14-2018,Texas A&M University (TAMU),,,,Cullumanobombus,Bombus,fraternus,,,,K.W. Wright,8/15/1979 0:00:00,8,15,1979,227,J. C. Schaffner,X1375636,,,,,North America,North America,USA,USA, Eddy,New Mexico, Eddy,Site 7,,32.355890000000002,-103.779600000000002,"32.356, -103.78",-103.780000000000001,32.356000000000002,1038,,,,,,,,,,,,,
1522,BBNA_1320261,11/15/2018 11:02:11 AM,Karen Wright TAMU 11-14-2018,Texas A&M University (TAMU),,,,Cullumanobombus,Bombus,fraternus,,,,K.W. Wright,8/15/1979 0:00:00,8,15,1979,227,J. C. Schaffner,X1375636,,,,,North America,North America,USA,USA, Eddy,New Mexico, Eddy,Site 7,,32.355890000000002,-103.779600000000002,"32.356, -103.78",-103.780000000000001,32.356000000000002,1038,,,,,,,,,,,,,
1523,BBNA_1320262,11/15/2018 11:02:11 AM,Karen Wright TAMU 11-14-2018,Texas A&M University (TAMU),,,,Cullumanobombus,Bombus,fraternus,,,,K.W. Wright,8/15/1979 0:00:00,8,15,1979,227,J. C. Schaffner,X1375636,,,,,North America,North America,USA,USA, Eddy,New Mexico, Eddy,Site 7,,32.355890000000002,-103.779600000000002,"32.356, -103.78",-103.780000000000001,32.356000000000002,1038,,,,,,,,,,,,,
1524,BBNA_1320263,11/15/2018 11:02:11 AM,Karen Wright TAMU 11-14-2018,Texas A&M University (TAMU),,,,Cullumanobombus,Bombus,fraternus,,,,K.W. Wright,8/15/1979 0:00:00,8,15,1979,227,J. C. Schaffner,X1375636,,,,,North America,North America,USA,USA, Eddy,New Mexico, Eddy,Site 7,,32.355890000000002,-103.779600000000002,"32.356, -103.78",-103.780000000000001,32.356000000000002,1038,,,,,,,,,,,,,
1525,BBNA_1320264,11/15/2018 11:02:11 AM,Karen Wright TAMU 11-14-2018,Texas A&M University (TAMU),,,,Cullumanobombus,Bombus,fraternus,,,,K.W. Wright,8/15/1979 0:00:00,8,15,1979,227,J. C. Schaffner,X1375636,,,,,North America,North America,USA,USA, Eddy,New Mexico, Eddy,Site 7,,32.355890000000002,-103.779600000000002,"32.356, -103.78",-103.780000000000001,32.356000000000002,1038,,,,,,,,,,,,,
1526,BBNA_1320265,11/15/2018 11:02:11 AM,Karen Wright TAMU 11-14-2018,Texas A&M University (TAMU),,,,Cullumanobombus,Bombus,fraternus,,,,K.W. Wright,8/15/1979 0:00:00,8,15,1979,227,J. C. Schaffner,X1375636,,,,,North America,North America,USA,USA, Eddy,New Mexico, Eddy,Site 7,,32.355890000000002,-103.779600000000002,"32.356, -103.78",-103.780000000000001,32.356000000000002,1038,,,,,,,,,,,,,
1527,BBNA_1320266,11/15/2018 11:02:11 AM,Karen Wright TAMU 11-14-2018,Texas A&M University (TAMU),,,,Cullumanobombus,Bombus,fraternus,,,,K.W. Wright,8/15/1979 0:00:00,8,15,1979,227,J. C. Schaffner,X1375645,,,,,North America,North America,USA,USA, Eddy,New Mexico, Eddy,Site 7,,32.355890000000002,-103.779600000000002,"32.356, -103.78",-103.780000000000001,32.356000000000002,1038,,,,,,,,,,,,,
1528,BBNA_1320267,11/15/2018 11:02:11 AM,Karen Wright TAMU 11-14-2018,Texas A&M University (TAMU),,,,Cullumanobombus,Bombus,fraternus,,,,K.W. Wright,8/15/1979 0:00:00,8,15,1979,227,J. C. Schaffner,X1375645,,,,,North America,North America,USA,USA, Eddy,New Mexico, Eddy,Site 7,,32.355890000000002,-103.779600000000002,"32.356, -103.78",-103.780000000000001,32.356000000000002,1038,,,,,,,,,,,,,
1529,BBNA_1320268,11/15/2018 11:02:11 AM,Karen Wright TAMU 11-14-2018,Texas A&M University (TAMU),,,,Cullumanobombus,Bombus,fraternus,,,,K.W. Wright,8/15/1979 0:00:00,8,15,1979,227,J. C. Schaffner,X1375645,,,,,North America,North America,USA,USA, Eddy,New Mexico, Eddy,Site 7,,32.355890000000002,-103.779600000000002,"32.356, -103.78",-103.780000000000001,32.356000000000002,1038,,,,,,,,,,,,,
1530,BBNA_1320269,11/15/2018 11:02:11 AM,Karen Wright TAMU 11-14-2018,Texas A&M University (TAMU),,,,Cullumanobombus,Bombus,fraternus,,,,K.W. Wright,8/15/1979 0:00:00,8,15,1979,227,J. C. Schaffner,X1375645,,,,,North America,North America,USA,USA, Eddy,New Mexico, Eddy,Site 7,,32.355890000000002,-103.779600000000002,"32.356, -103.78",-103.780000000000001,32.356000000000002,1038,,,,,,,,,,,,,
